title,pdf_url,excel_url,source,year
%D8%AC%D8%AF%D8%A7%D9%88%D9%84+%D9%86%D8%B4%D8%B1%D8%A9+%D9%85%D8%B3%D8%AD+%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9+%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AE%D8%B5%D8%B5%D8%A9+-+%D9%85%D8%B2%D8%A7%D8%B1%D8%B9+%28%D8%A7%D9%84%D8%AF%D8%AC%D8%A7%D8%AC+%D8%A7%D9%84%D9%84%D8%A7%D8%AD%D9%85%D8%A7%D9%84%D9%86%D8%B9%D8%A7%D9%85%D8%A7%D9%84%D8%A3%D8%B1%D8%A7%D9%86%D8%A8%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%86+%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85%29+%D9%84%D8%B9%D8%A7%D9%85+2019%D9%85.xls,,https://www.stats.gov.sa/documents/20117/2435281/%D8%AC%D8%AF%D8%A7%D9%88%D9%84+%D9%86%D8%B4%D8%B1%D8%A9+%D9%85%D8%B3%D8%AD+%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9+%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AE%D8%B5%D8%B5%D8%A9+-+%D9%85%D8%B2%D8%A7%D8%B1%D8%B9+%28%D8%A7%D9%84%D8%AF%D8%AC%D8%A7%D8%AC+%D8%A7%D9%84%D9%84%D8%A7%D8%AD%D9%85%D8%A7%D9%84%D9%86%D8%B9%D8%A7%D9%85%D8%A7%D9%84%D8%A3%D8%B1%D8%A7%D9%86%D8%A8%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%86+%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85%29+%D9%84%D8%B9%D8%A7%D9%85+2019%D9%85.xls/b11b8841-2019-2669-6db0-b55097351ffe?t=1775557207410,Saudi Statistics,2019
nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lstzr_lsmky_lm_2018m.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lstzr_lsmky_lm_2018m.pdf/3313945a-7750-c820-dec0-aaf58206599c?t=1734124023773,,Saudi Statistics,2018
jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lstzr_lsmky_lm_2018m.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lstzr_lsmky_lm_2018m.xlsx/1922a35e-2ae1-f049-6c53-9a1697c2f898?t=1734124032138,Saudi Statistics,2018
nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_lbyd_w_lfqst_lm_2018m.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_lbyd_w_lfqst_lm_2018m.pdf/9c4b6839-30df-c08a-9e3d-9b34764d4240?t=1734123658502,,Saudi Statistics,2018
jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_lbyd_w_lfqst_lm_2018m.xls,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_lbyd_w_lfqst_lm_2018m.xls/718de764-c3a8-395e-20c4-bfe1e954a243?t=1734123667003,Saudi Statistics,2018
nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_llhmlnmlrnblsmn_lhmm_lm_2018m.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_llhmlnmlrnblsmn_lhmm_lm_2018m.pdf/17c27fe6-8ef7-7d8a-0b17-78c4fdbdc0c2?t=1734123831586,,Saudi Statistics,2018
jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_llhmlnmlrnblsmn_lhmm_lm_2018m.xls,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_ldjj_llhmlnmlrnblsmn_lhmm_lm_2018m.xls/d8d27b91-8065-5fa1-a7dd-3416981813d0?t=1734123848512,Saudi Statistics,2018
nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lbqr_lm_2018m.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lbqr_lm_2018m.pdf/7dd2e299-d87e-c49b-5fae-6938f90a0203?t=1734123949199,,Saudi Statistics,2018
jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lbqr_lm_2018m.xls,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lmshry_lzry_lmtkhss_-_mzr_lbqr_lm_2018m.xls/db9d595a-dcf2-9fad-cef6-ffe20dad228f?t=1734123959052,Saudi Statistics,2018
GDP+FQ1-2026+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/GDP+FQ1-2026+AR.pdf/b940eaad-8144-0eb7-0a91-1065488b4386?t=1777463258073,,Saudi Statistics,2026
GDP+Flash+Estimates+2026Q1-AR+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/GDP+Flash+Estimates+2026Q1-AR+%282%29.xlsx/87431555-723f-4e3e-8012-4e3b59fc167a?t=1777532306896,Saudi Statistics,2026
GDP+Q4_2024+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/GDP+Q4_2024+AR.pdf/0991fabd-97e6-449d-7293-027068aeba80?t=1773037126161,,Saudi Statistics,2024
GDP_Q4_2025_AR+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/GDP_Q4_2025_AR+%281%29.xlsx/c50abcaa-435d-10d3-8785-a6ed263e9325?t=1772970577287,Saudi Statistics,2025
Annual+National+Accounts+Publication+2024+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Annual+National+Accounts+Publication+2024+AR.pdf/84d0e67a-4963-6018-c567-501b350abda2?t=1761806845417,,Saudi Statistics,2024
Annual+National+Accounts+Publication+2024_AR+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Annual+National+Accounts+Publication+2024_AR+%282%29.xlsx/1827ac99-5246-a678-d529-f45b185b46be?t=1767179529360,Saudi Statistics,2024
nshr_msh_nfq_wdkhl_lsr_2018_nhyy_1-5-2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_nfq_wdkhl_lsr_2018_nhyy_1-5-2019.pdf/404a67fe-9b0d-0246-51fd-14c07bddc26d?t=1734106809171,,Saudi Statistics,2018
jdwl_msh_dkhl_wnfq_lsr_lm_2018m-29_bryl.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_msh_dkhl_wnfq_lsr_lm_2018m-29_bryl.xlsx/11988f2c-4862-f827-ee8a-a079dbc5c88f?t=1734106819150,Saudi Statistics,2018
msH_nfq_wdkhl_lsr_2013m.pdf,https://www.stats.gov.sa/documents/20117/2435259/msH_nfq_wdkhl_lsr_2013m.pdf/17f07f01-af18-75fd-2a44-bd77ecf7415b?t=1734171686865,,Saudi Statistics,2013
Household_Expenditure_And_Income_Survey_2013.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Household_Expenditure_And_Income_Survey_2013.xlsx/8b44e35e-24c5-fafe-fdb2-5bf1f5f9e15f?t=1734171717030,Saudi Statistics,2013
ar-incomesurvey-2706.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-incomesurvey-2706.pdf/b67fd379-870d-9ef0-2c60-fbccd21cc7f7?t=1734171505355,,Saudi Statistics,Unknown
jdwl_nshr_2007_1428h.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_2007_1428h.xlsx/0c1b308f-a814-4e52-c0f1-f0c9bcf91a33?t=1734171516369,Saudi Statistics,2007
ar-incomesurvey-2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-incomesurvey-2019.pdf/631df760-40ff-3bb6-9546-05c9b6cbb149?t=1734171588507,,Saudi Statistics,2019
nshr_msh_lhyzt_lzry_lm_2018.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lhyzt_lzry_lm_2018.pdf/bc89ffd8-bee7-2cbd-04f4-ad647468eb86?t=1734125844522,,Saudi Statistics,2018
jdwl_nshr_msh_lhyzt_lzry_lm_2018_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lhyzt_lzry_lm_2018_0.xls/5e989a90-c496-6cd1-ad61-d5172f95d01b?t=1734125853763,Saudi Statistics,2018
Register-based+Labour+Market+Statistics-+Q4+2025+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q4+2025+AR.xlsx/d0ae4cc6-1a99-8665-21f3-c9aa4cf7dead?t=1774932482879,Saudi Statistics,2025
Register-based+Labour+Market+Statistics-+Q3+2025+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q3+2025+AR.xlsx/a6f3a5cf-622b-94a4-8eb1-e623781dc337?t=1766986401458,Saudi Statistics,2025
Register-based+Labour+Market+Statistics-+Q2+2025+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q2+2025+AR.xlsx/deea86df-1c66-d2f0-873a-3274a17b8bf7?t=1759218882409,Saudi Statistics,2025
Register-based+Labour+Market+Statistics-+Q1+2025+Ar+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q1+2025+Ar+%281%29.xlsx/74e74341-4faf-5a4c-0789-33ef03e38164?t=1751144507151,Saudi Statistics,2025
Register-based+Labour+Market+Statistics-+Q4+2024Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q4+2024Ar.xlsx/117ce3a4-375e-aed2-dd1e-50e6e624bd79?t=1743062437478,Saudi Statistics,2024
Register-based+Labour+Market+Statistics-+Q3+2024Ar-v3-F.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q3+2024Ar-v3-F.xlsx/4cca3e5a-5c87-ed03-78c3-942b282c88be?t=1735827732476,Saudi Statistics,2024
Register-based+Labour+Market+Statistics-+Q2+2024Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Register-based+Labour+Market+Statistics-+Q2+2024Ar.xlsx/02de6cfb-b2d1-78f5-849f-424f5d4ba961?t=1734052777002,Saudi Statistics,2024
Register-based+Labour+Market+Statistics-+Q1+2024Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Register-based+Labour+Market+Statistics-+Q1+2024Ar.xlsx/23909b8c-0213-952a-966c-d317a434636e?t=1734052178704,Saudi Statistics,2024
Register-based+Labour+Market+Statistics-+Q4+2023+Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q4+2023+Ar.xlsx/7ebdb5ca-88dc-54ee-8638-43d1c08128ba?t=1737462811643,Saudi Statistics,2023
Register-based+Labour+Market+Statistics-+Q3+2023Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q3+2023Ar.xlsx/f2c68f36-7d94-c24b-66bf-7ade5ecf21eb?t=1737462794246,Saudi Statistics,2023
Register-based+Labour+Market+Statistics-+Q2+2023Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q2+2023Ar.xlsx/66b6f746-684b-4c2a-0b7e-39836729e027?t=1737462774519,Saudi Statistics,2023
Register-based+Labour+Market+Statistics-+Q1+2023Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Register-based+Labour+Market+Statistics-+Q1+2023Ar.xlsx/de5626f3-34c6-a4d8-df4f-5b16271c6169?t=1737462749180,Saudi Statistics,2023
nshr_hst_lmskn_lmntsf_m_2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_hst_lmskn_lmntsf_m_2019.pdf/cd366faa-9140-4e74-2cb1-13d88180b8f3?t=1734131045520,,Saudi Statistics,2019
Housing+Statistics+2019.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Housing+Statistics+2019.xlsx/95da7def-b6dc-fcc9-31bd-cafdb78c105d?t=1734131056118,Saudi Statistics,2019
housing_statistics_bulletin_2018_1.pdf,https://www.stats.gov.sa/documents/20117/2435259/housing_statistics_bulletin_2018_1.pdf/e2620730-7b56-3fc6-5580-03aaec687031?t=1734130965723,,Saudi Statistics,2018
housing_statistics_bulletin_2018_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/housing_statistics_bulletin_2018_0.xls/a4b436db-d2ec-766c-47e4-429b1d52c273?t=1734130975079,Saudi Statistics,2018
housing_survey2017_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/housing_survey2017_ar_0.pdf/314de156-1bf0-31f9-6177-811a6bcd3a72?t=1734130870337,,Saudi Statistics,2017
housing_survey2017_ar_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/housing_survey2017_ar_0.xls/156db8a9-4a30-f15f-7a9a-35d01fbf5920?t=1734130885694,Saudi Statistics,2017
Agricultural+Statistics+2024++-+AR.pdf,https://www.stats.gov.sa/documents/20117/2435281/Agricultural+Statistics+2024++-+AR.pdf/e9932b08-9ca7-6bb6-84ed-121839d29553?t=1764478895828,,Saudi Statistics,2024
Agricultural+Statistics+2024+-+AR+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435281/Agricultural+Statistics+2024+-+AR+%281%29.xlsx/2ee8d3f7-6920-5be5-a7c4-c1f3ed70b2d7?t=1764478936767,Saudi Statistics,2024
Agriculture+Statistics+2023AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Agriculture+Statistics+2023AR.pdf/9af90e03-77e0-b45d-023e-703ae79a89d8?t=1734125966070,,Saudi Statistics,2023
Agriculture+Statistics+2023AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Agriculture+Statistics+2023AR.xlsx/c4cf76e2-46a4-263a-247e-e18c32085a83?t=1734125973608,Saudi Statistics,2023
Agriculture+Statistics-AR-2022.pdf,https://www.stats.gov.sa/documents/20117/2435259/Agriculture+Statistics-AR-2022.pdf/c50b2300-64d4-edf1-cda7-2d55d0bc2157?t=1734126112051,,Saudi Statistics,2022
Tabels+of+Agriculture+Statistics+-AR+2022.xls,,https://www.stats.gov.sa/documents/20117/2435259/Tabels+of+Agriculture+Statistics+-AR+2022.xls/85dfbd30-368b-c519-fa9b-3cc8b2483ab0?t=1734126120194,Saudi Statistics,2022
Agricultural_Production_Survey_Publication_2021_AR_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/Agricultural_Production_Survey_Publication_2021_AR_0.pdf/c611e637-7a7a-9ffd-7bc4-213a32b02e1e?t=1734125904572,,Saudi Statistics,2021
Agricultural_Production_Survey_Publication_2021_AR_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/Agricultural_Production_Survey_Publication_2021_AR_0.xls/ea8d4970-537c-b91c-c4d4-c282e2b5a564?t=1734125914230,Saudi Statistics,2021
Agriculture+Statistics-report-AR+.docx__0.pdf,https://www.stats.gov.sa/documents/20117/2435259/Agriculture+Statistics-report-AR+.docx__0.pdf/219a1309-195e-e5e3-dac3-7194ac8b7475?t=1734126029223,,Saudi Statistics,Unknown
Tabels+of+Agriculture+Statistics+-AR_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/Tabels+of+Agriculture+Statistics+-AR_0.xls/bc6102a4-ae6d-da20-ed99-140b2199db92?t=1734126037640,Saudi Statistics,Unknown
Agricultural_Production_Survey_Publication_2020_AR_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/Agricultural_Production_Survey_Publication_2020_AR_0.pdf/bb8d05a2-1f59-9368-3638-55c790d45695?t=1734126579579,,Saudi Statistics,2020
Agricultural_Production_Survey_Publication_2020_AR_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/Agricultural_Production_Survey_Publication_2020_AR_0.xls/caf8ab71-fc47-dbb2-f54d-316c67a9b154?t=1734126588881,Saudi Statistics,2020
nshr_msh_lntj_lzry_lm_2019m_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lntj_lzry_lm_2019m_0.pdf/c52e7f01-ca26-2ece-e63c-34e7995f1afc?t=1734126375221,,Saudi Statistics,2019
jdwl_nshr_msh_lntj_lzry_lm_2019m_1.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lntj_lzry_lm_2019m_1.xlsx/491faa23-2a09-a392-c11e-6bfd19ea31eb?t=1734126430294,Saudi Statistics,2019
nshr_msh_lntj_lzry_2018m.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_msh_lntj_lzry_2018m.pdf/cf087b2b-0d7f-a2e7-7ea2-d47e84ada28f?t=1734126240179,,Saudi Statistics,2018
jdwl_nshr_msh_lntj_lzry_lm_2018m.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/jdwl_nshr_msh_lntj_lzry_lm_2018m.xlsx/cf5b45ab-04ec-4576-b2ba-34a116d539e4?t=1734126256486,Saudi Statistics,2018
Industrial+Production+July+2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+July+2020+AR.pdf/a5165f6c-00d8-8265-5bdc-f0a494e2451c?t=1734702290502,,Saudi Statistics,2020
IPI+July20.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/IPI+July20.xlsx/5b6f0378-8cfa-e848-b6a9-9891db54b406?t=1734702318012,Saudi Statistics,Unknown
industrial_production_june_2020_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/industrial_production_june_2020_ar_0.pdf/83b0a6f3-c372-bb60-6ee1-63ac9b26c47d?t=1734702237750,,Saudi Statistics,2020
ipi_june20.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_june20.xlsx/63524383-2018-da23-a598-99d78325aad5?t=1734702245104,Saudi Statistics,Unknown
industrial_production_may_2020ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/industrial_production_may_2020ar.pdf/7f3d1068-ea67-9cd2-7152-d1270ba91631?t=1734703817121,,Saudi Statistics,2020
ipi_may_20_0.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_may_20_0.xlsx/457247bf-4e5e-366b-bb2c-f6c24ba4647f?t=1734703824150,Saudi Statistics,Unknown
industrial_production_april_2020_ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/industrial_production_april_2020_ar.pdf/0a4e973e-da2e-8def-af1e-70d5dfb17f9b?t=1734704640613,,Saudi Statistics,2020
ipi_april_20.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_april_20.xlsx/3df016e3-4d8a-3005-3a5f-a9582c02bd7f?t=1734704649285,Saudi Statistics,Unknown
ipi_mar_2020_ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/ipi_mar_2020_ar.pdf/bb7338b9-41e1-8a87-6123-048f5b88b5e2?t=1734703917666,,Saudi Statistics,2020
ipi_mar_2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_mar_2020.xlsx/3e1e2ae4-b6cb-e1a4-d53b-1e28a8ed3b9b?t=1734703926659,Saudi Statistics,2020
Industrial+Production++Dec2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production++Dec2020+AR.pdf/59fa65a5-1bff-ce5e-8468-b3a61c10fa8d?t=1734704344348,,Saudi Statistics,2020
Industrial+Production+Dec+2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Dec+2020.xlsx/37a77bd6-916a-c1bc-d054-15b0384f5e04?t=1734704351658,Saudi Statistics,2020
ipi_feb_2020_ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/ipi_feb_2020_ar.pdf/9a79062d-7b56-246c-0d19-44c4babddd38?t=1734704047635,,Saudi Statistics,2020
ipi_2020_tabels.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_2020_tabels.xlsx/bb0358e6-4d40-cecc-ab04-08cc9697e51f?t=1734704059447,Saudi Statistics,2020
ipi_jan_20_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/ipi_jan_20_ar_0.pdf/b464e248-0bd6-57e2-60cb-2d86d3932e49?t=1734703644878,,Saudi Statistics,Unknown
ipi_jan_20_en.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/ipi_jan_20_en.xlsx/87997638-5785-3d67-f212-69532bf9b004?t=1734703686563,Saudi Statistics,Unknown
Industrial+Production+Aug+2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Aug+2020+AR.pdf/90f56244-aa2c-c8ca-0432-03fe33c169e3?t=1734704579560,,Saudi Statistics,2020
Industrial+Production+Aug+2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Aug+2020.xlsx/18fad494-a71d-367f-b7f7-6126e16f05e6?t=1734704586965,Saudi Statistics,2020
Industrial+Production+Oct+2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Oct+2020+AR.pdf/82441e0f-3367-394c-7bac-9f6ece145a8e?t=1734704418458,,Saudi Statistics,2020
Industrial+Production+Oct+2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Oct+2020.xlsx/70b58321-1815-026d-f0b0-5a3dd87077f6?t=1734704427103,Saudi Statistics,2020
Industrial+Production+Sep+2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Sep+2020+AR.pdf/fb3ea713-416a-e4cc-2776-bdfef34627bc?t=1734704289579,,Saudi Statistics,2020
Industrial+Production+Sep+2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Sep+2020.xlsx/aa7c2ba3-7bad-c7fc-5ce6-167ef6ff7fe3?t=1734704297644,Saudi Statistics,2020
Industrial+Production+Nov2020+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Nov2020+AR.pdf/c433162a-39ab-14c3-a4e9-74cddd1ed5af?t=1734703747828,,Saudi Statistics,2020
Industrial+Production+Nov2020.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Industrial+Production+Nov2020.xlsx/02efe83d-14d9-fa24-5c90-1cf00d246ad2?t=1734703759271,Saudi Statistics,2020
lrqm_lqysy_llntj_lsny_lshhr_ktwbr2019_1.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ktwbr2019_1.pdf/37bf6113-ffd5-7488-bec8-61bdb86f9ab9?t=1734809758917,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_ktwbr__1.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ktwbr__1.xlsx/29529d34-a810-e3a5-d2af-8523d34d978e?t=1734809765863,Saudi Statistics,Unknown
lrqm_lqysy_llntj_lsny_lshhr_dysmbr_2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_dysmbr_2019.pdf/23a16ab3-2332-aac7-492c-dc7556c3931e?t=1734805127262,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_dysmbr2019.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_dysmbr2019.xlsx/e2c3e4be-19ec-454d-12a9-525b90e58b93?t=1734805135333,Saudi Statistics,2019
ipi_september_2019_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435271/ipi_september_2019_ar_0.pdf/5dfe8507-4e2d-18cc-1ad9-02d5490693ba?t=1735041318039,,Saudi Statistics,2019
ipi_august_2019_ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435271/ipi_august_2019_ar.xlsx/99d58f54-11e6-4520-0c99-117b0bcc5a85?t=1735041318044,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_fbryr2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_fbryr2019.pdf/7a26189b-1f73-66b1-0d9e-2933ca14d207?t=1734810455383,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_fbryr.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_fbryr.xlsx/f5be8d4f-441c-9c85-7cbd-eacaa7bfeb56?t=1734810462309,Saudi Statistics,Unknown
lrqm_lqysy_llntj_lsny_lshhr_bryl_2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_bryl_2019.pdf/887a813e-6bb6-8c51-dbd1-27b410d2869d?t=1734809914743,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_bryl.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_bryl.xlsx/f276c67b-8e5d-0872-fa36-93a26d4a0b04?t=1734809922967,Saudi Statistics,Unknown
lrqm_lqysy_llntj_lsny_lshhr_mrs2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_mrs2019.pdf/b947f89d-0ff5-b3c1-e7d4-c81fd28f96b9?t=1734804954657,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_mrs.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_mrs.xlsx/88fcfdc9-3e7c-44ad-d2e2-2ff6f64ffa76?t=1734804964206,Saudi Statistics,Unknown
lrqm_lqysy_llntj_lsny_lshhr_ywnyw2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ywnyw2019.pdf/fbb898dc-36dd-dd6a-1f0d-9b1a1929d236?t=1734804187237,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_ywnyw.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ywnyw.xlsx/ca0c0252-9fbd-f588-96a2-bc4952d4b489?t=1734804193551,Saudi Statistics,Unknown
lrqm_lqysy_llntj_lsny_lshhr_ynyr_2019.pdf,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ynyr_2019.pdf/dfa8ea73-befc-999b-3581-b11e7c41a53b?t=1734803951434,,Saudi Statistics,2019
lrqm_lqysy_llntj_lsny_lshhr_ynyr.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/lrqm_lqysy_llntj_lsny_lshhr_ynyr.xlsx/20b4a2ce-f9c6-2f19-9011-8d6dfcd9e3d5?t=1734803957782,Saudi Statistics,Unknown
voluntary_work_survey_2018_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/voluntary_work_survey_2018_ar_0.pdf/d9dabf56-878a-7be0-a8da-3a33a4f840ed?t=1734053093307,,Saudi Statistics,2018
voluntary_work_survey_2018.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/voluntary_work_survey_2018.xlsx/8056491a-0a97-4d4e-84ea-e18e2773378f?t=1734053100679,Saudi Statistics,2018
nshr_ltlym_wltdryb_2017.pdf,https://www.stats.gov.sa/documents/20117/2435259/nshr_ltlym_wltdryb_2017.pdf/3de747e4-02d9-18cd-6194-fb776948d255?t=1734109869277,,Saudi Statistics,2017
education_and_training_surveyar_1.xls,,https://www.stats.gov.sa/documents/20117/2435259/education_and_training_surveyar_1.xls/ea38053d-07c8-fdc4-24f5-6792df43fd9b?t=1734109881457,Saudi Statistics,Unknown
